epoch,train_loss,val_aee,best_val_aee,is_best,stale_epochs,early_stopped
1,1.1970521117511548,2.296597695350647,2.296597695350647,True,0,False
2,1.1521108589674298,2.312330204248428,2.296597695350647,False,1,False
3,1.1643105588461224,2.306020975112915,2.296597695350647,False,2,False
4,1.1590598633414821,2.3520064055919647,2.296597695350647,False,3,False
5,1.1405694453339827,2.3082967042922973,2.296597695350647,False,4,False
6,1.13420076432981,2.289768809080124,2.289768809080124,True,0,False
7,1.1067775676124973,2.2584347784519196,2.2584347784519196,True,0,False
8,1.1170766761428432,2.3247094810009004,2.2584347784519196,False,1,False
9,1.1197141001099034,2.2475616872310638,2.2475616872310638,True,0,False
10,1.082644312005294,2.1942927718162535,2.1942927718162535,True,0,False
11,1.070106870249698,2.28537460565567,2.1942927718162535,False,1,False
12,1.0557925481545298,2.4504526793956756,2.1942927718162535,False,2,False
13,1.0911128771932501,2.1703241407871245,2.1703241407871245,True,0,False
14,1.0373554261107194,2.0945309460163117,2.0945309460163117,True,0,False
15,1.021460024934066,2.085080349445343,2.085080349445343,True,0,False
16,1.0016527583724575,2.0205394983291627,2.0205394983291627,True,0,False
17,0.9882036447525024,2.0957183480262755,2.0205394983291627,False,1,False
18,0.9708123834509599,2.0890768826007844,2.0205394983291627,False,2,False
19,0.9377965927124023,2.1100591719150543,2.0205394983291627,False,3,False
20,0.9358787348395899,2.0212406754493712,2.0205394983291627,False,4,False
21,0.9297033673838565,1.9727641701698304,1.9727641701698304,True,0,False
22,0.915647566318512,2.004936045408249,1.9727641701698304,False,1,False
23,0.9065398511133695,1.970243936777115,1.970243936777115,True,0,False
24,0.9092352703997963,2.1032886862754823,1.970243936777115,False,1,False
25,0.9014855215423986,1.9575372457504272,1.9575372457504272,True,0,False
26,0.8881180380520067,1.9924810647964477,1.9575372457504272,False,1,False
27,0.9074530915210122,1.937495517730713,1.937495517730713,True,0,False
28,0.8882686401668348,1.9393993973731996,1.937495517730713,False,1,False
29,0.8717453134687323,1.8978623390197753,1.8978623390197753,True,0,False
30,0.8661472938562694,1.9002132177352906,1.8978623390197753,False,1,False
31,0.8531250075290078,1.881961214542389,1.881961214542389,True,0,False
32,0.8647153565758153,1.9334702908992767,1.881961214542389,False,1,False
33,0.855602458903664,1.8726178348064422,1.8726178348064422,True,0,False
34,0.8389242040483575,1.8866372942924499,1.8726178348064422,False,1,False
35,0.8505902980503283,1.9499777555465698,1.8726178348064422,False,2,False
36,0.8437071677885557,1.8827719748020173,1.8726178348064422,False,3,False
37,0.829799379173078,1.8978367030620575,1.8726178348064422,False,4,False
38,0.8281268116674925,1.9197664499282836,1.8726178348064422,False,5,False
39,0.8198110618089375,1.8883525252342224,1.8726178348064422,False,6,False
40,0.8200361681611914,1.8856512248516082,1.8726178348064422,False,7,False
41,0.8213410942178023,1.8581951797008514,1.8581951797008514,True,0,False
42,0.8173712052797016,1.8636822164058686,1.8581951797008514,False,1,False
43,0.8137527421901101,1.844989424943924,1.844989424943924,True,0,False
44,0.8150713067305716,2.012576174736023,1.844989424943924,False,1,False
45,0.8208509918890501,1.8787811338901519,1.844989424943924,False,2,False
46,0.8098243882781581,1.8807291209697723,1.844989424943924,False,3,False
47,0.8014097919589594,1.8296404540538789,1.8296404540538789,True,0,False
48,0.8162018876326712,1.8640440225601196,1.8296404540538789,False,1,False
49,0.8199051493092587,1.8598917305469513,1.8296404540538789,False,2,False
50,0.7989735540590788,1.856128180027008,1.8296404540538789,False,3,False
51,0.796319095711959,1.8313984394073486,1.8296404540538789,False,4,False
52,0.8076514272313369,1.851306861639023,1.8296404540538789,False,5,False
53,0.7895435769306985,1.8387604117393495,1.8296404540538789,False,6,False
54,0.7832253920404535,1.8198125183582305,1.8198125183582305,True,0,False
55,0.8078619226029045,1.853906899690628,1.8198125183582305,False,1,False
56,0.8094574714961805,1.8549827635288239,1.8198125183582305,False,2,False
57,0.7843944806801645,1.8119640290737151,1.8119640290737151,True,0,False
58,0.7807995802477786,1.8900036990642548,1.8119640290737151,False,1,False
59,0.779325008392334,1.8124345302581788,1.8119640290737151,False,2,False
60,0.776557981967926,1.8433508813381194,1.8119640290737151,False,3,False
61,0.7706220746040344,1.8248035848140716,1.8119640290737151,False,4,False
62,0.7749051796762567,1.822978687286377,1.8119640290737151,False,5,False
63,0.8031875773480064,1.8234026730060577,1.8119640290737151,False,6,False
64,0.7880242027734455,1.8946240186691283,1.8119640290737151,False,7,False
65,0.7695371053720775,1.8138504087924958,1.8119640290737151,False,8,False
66,0.7627935346804167,1.9275429725646973,1.8119640290737151,False,9,False
67,0.7870031563859237,1.873534631729126,1.8119640290737151,False,10,True
