epoch,train_loss,val_aee,best_val_aee,is_best,stale_epochs,early_stopped,group,method,method_label
2,1.65945784485562,2.6428856185525658,2.64066251860559,False,1,False,Traditional,timestamp_image,Timestamp Image
3,1.658488974665861,2.6496547050923107,2.64066251860559,False,2,False,Traditional,timestamp_image,Timestamp Image
4,1.6585887008887892,2.640973073378205,2.64066251860559,False,3,False,Traditional,timestamp_image,Timestamp Image
5,1.6582581200437339,2.649254263907671,2.64066251860559,False,4,False,Traditional,timestamp_image,Timestamp Image
6,1.658005893617292,2.646700388982892,2.64066251860559,False,5,False,Traditional,timestamp_image,Timestamp Image
7,1.6579032380196823,2.6501561129391193,2.64066251860559,False,6,False,Traditional,timestamp_image,Timestamp Image
8,1.6583291891621967,2.652158591493964,2.64066251860559,False,7,False,Traditional,timestamp_image,Timestamp Image
9,1.6536157562390805,2.666754656940699,2.64066251860559,False,8,False,Traditional,timestamp_image,Timestamp Image
10,1.6301880892646274,2.645215154737234,2.64066251860559,False,9,False,Traditional,timestamp_image,Timestamp Image
11,1.6285711803872476,2.648027694284916,2.64066251860559,False,10,True,Traditional,timestamp_image,Timestamp Image
1,1.6377328451674504,2.673900349766016,2.673900349766016,True,0,False,Traditional,voxel_grid,Voxel Grid
2,1.6188201988820727,2.6744564911723137,2.673900349766016,False,1,False,Traditional,voxel_grid,Voxel Grid
3,1.5962565300104345,2.691250821173191,2.673900349766016,False,2,False,Traditional,voxel_grid,Voxel Grid
4,1.5903996838575598,2.6571276721954344,2.6571276721954344,True,0,False,Traditional,voxel_grid,Voxel Grid
5,1.5876506400727304,2.6419504021406173,2.6419504021406173,True,0,False,Traditional,voxel_grid,Voxel Grid
6,1.586014719320926,2.7387494748830794,2.6419504021406173,False,1,False,Traditional,voxel_grid,Voxel Grid
7,1.5831952737938562,2.671368578672409,2.6419504021406173,False,2,False,Traditional,voxel_grid,Voxel Grid
8,1.5815141241529425,2.6683769917488096,2.6419504021406173,False,3,False,Traditional,voxel_grid,Voxel Grid
9,1.5794194178081393,2.65031865298748,2.6419504021406173,False,4,False,Traditional,voxel_grid,Voxel Grid
10,1.575321755739453,2.65750259155035,2.6419504021406173,False,5,False,Traditional,voxel_grid,Voxel Grid
11,1.5684034509341156,2.663278372049332,2.6419504021406173,False,6,False,Traditional,voxel_grid,Voxel Grid
12,1.5646533665559528,2.655003762304783,2.6419504021406173,False,7,False,Traditional,voxel_grid,Voxel Grid
13,1.5618832355076386,2.5948588374257087,2.5948588374257087,True,0,False,Traditional,voxel_grid,Voxel Grid
14,1.5620274189681713,2.6428292989730835,2.5948588374257087,False,1,False,Traditional,voxel_grid,Voxel Grid
15,1.5589871126998736,2.654724373996258,2.5948588374257087,False,2,False,Traditional,voxel_grid,Voxel Grid
16,1.5567426928155947,2.6186135102510453,2.5948588374257087,False,3,False,Traditional,voxel_grid,Voxel Grid
17,1.5562776956682605,2.6896612684726717,2.5948588374257087,False,4,False,Traditional,voxel_grid,Voxel Grid
18,1.5547268314452665,2.626195588350296,2.5948588374257087,False,5,False,Traditional,voxel_grid,Voxel Grid
19,1.5536676169157086,2.6857966628074648,2.5948588374257087,False,6,False,Traditional,voxel_grid,Voxel Grid
20,1.5541409840777667,2.6367970940470697,2.5948588374257087,False,7,False,Traditional,voxel_grid,Voxel Grid
21,1.5528165586411355,2.692461229801178,2.5948588374257087,False,8,False,Traditional,voxel_grid,Voxel Grid
22,1.5514329267634266,2.645011826336384,2.5948588374257087,False,9,False,Traditional,voxel_grid,Voxel Grid
23,1.5521570368634117,2.657134064912796,2.5948588374257087,False,10,True,Traditional,voxel_grid,Voxel Grid
1,1.6336892992258072,2.6634270512759683,2.6634270512759683,True,0,False,Learning-based,ergo,ERGO
2,1.6082474258259585,2.6619599747657774,2.6619599747657774,True,0,False,Learning-based,ergo,ERGO
3,1.589317574582496,2.633179931819439,2.633179931819439,True,0,False,Learning-based,ergo,ERGO
4,1.5837154513315743,2.6828469534516333,2.633179931819439,False,1,False,Learning-based,ergo,ERGO
5,1.5794171111317439,2.7337505812644958,2.633179931819439,False,2,False,Learning-based,ergo,ERGO
6,1.5752388341824506,2.6396330572366713,2.633179931819439,False,3,False,Learning-based,ergo,ERGO
7,1.5708739199154873,2.6501652503013613,2.633179931819439,False,4,False,Learning-based,ergo,ERGO
8,1.5678251234523928,2.6332344074249265,2.633179931819439,False,5,False,Learning-based,ergo,ERGO
9,1.5676504096585164,2.712277866363525,2.633179931819439,False,6,False,Learning-based,ergo,ERGO
10,1.5649210372859872,2.6049202353358267,2.6049202353358267,True,0,False,Learning-based,ergo,ERGO
11,1.5636627965556795,2.6798168929815294,2.6049202353358267,False,1,False,Learning-based,ergo,ERGO
12,1.5621590688696918,2.606761923611164,2.6049202353358267,False,2,False,Learning-based,ergo,ERGO
13,1.5611504223558093,2.6700420103669167,2.6049202353358267,False,3,False,Learning-based,ergo,ERGO
14,1.5603652595488313,2.6288324813842774,2.6049202353358267,False,4,False,Learning-based,ergo,ERGO
15,1.5598378674075384,2.633144406080246,2.6049202353358267,False,5,False,Learning-based,ergo,ERGO
16,1.5585054694774132,2.6466109942793845,2.6049202353358267,False,6,False,Learning-based,ergo,ERGO
17,1.558878245217643,2.6684414915442467,2.6049202353358267,False,7,False,Learning-based,ergo,ERGO
18,1.5580245068617495,2.6408095620274543,2.6049202353358267,False,8,False,Learning-based,ergo,ERGO
19,1.5575091129945768,2.6586705260276795,2.6049202353358267,False,9,False,Learning-based,ergo,ERGO
20,1.557083842197003,2.660064541697502,2.6049202353358267,False,10,True,Learning-based,ergo,ERGO
1,1.6380385572810165,2.6380313799977304,2.6380313799977304,True,0,False,Learning-based,est,EST
2,1.630372034032249,2.6570338659882546,2.6380313799977304,False,1,False,Learning-based,est,EST
3,1.6291762314647429,2.637818434983492,2.6380313799977304,False,2,False,Learning-based,est,EST
4,1.628879019396141,2.6556614225506783,2.6380313799977304,False,3,False,Learning-based,est,EST
5,1.6284725170654613,2.6591398413181304,2.6380313799977304,False,4,False,Learning-based,est,EST
6,1.6282933948161467,2.6585522813797,2.6380313799977304,False,5,False,Learning-based,est,EST
7,1.6296471781680142,2.744018847465515,2.6380313799977304,False,6,False,Learning-based,est,EST
8,1.6285257459803595,2.6534074427783487,2.6380313799977304,False,7,False,Learning-based,est,EST
9,1.6265710991896924,2.6582931807935237,2.6380313799977304,False,8,False,Learning-based,est,EST
10,1.6250655688391051,2.661457438349724,2.6380313799977304,False,9,False,Learning-based,est,EST
11,1.625179767196242,2.6587444355785848,2.6380313799977304,False,10,True,Learning-based,est,EST
1,1.6241591483237783,2.6618438089489938,2.6618438089489938,True,0,False,Learning-based,event_pretraining,Event Pre-training
2,1.5845074919459576,2.6205566421747206,2.6205566421747206,True,0,False,Learning-based,event_pretraining,Event Pre-training
3,1.5711149125962816,2.668388837099075,2.6205566421747206,False,1,False,Learning-based,event_pretraining,Event Pre-training
4,1.567604517392192,2.6225731751918793,2.6205566421747206,False,2,False,Learning-based,event_pretraining,Event Pre-training
5,1.5653002475249893,2.640259317755699,2.6205566421747206,False,3,False,Learning-based,event_pretraining,Event Pre-training
6,1.5622054256996978,2.6371836699843407,2.6205566421747206,False,4,False,Learning-based,event_pretraining,Event Pre-training
7,1.5607003466831304,2.6379881893992425,2.6205566421747206,False,5,False,Learning-based,event_pretraining,Event Pre-training
8,1.5587872631506625,2.654788495123386,2.6205566421747206,False,6,False,Learning-based,event_pretraining,Event Pre-training
9,1.5577038491353257,2.6255398022532463,2.6205566421747206,False,7,False,Learning-based,event_pretraining,Event Pre-training
10,1.5566308543053207,2.6004124106168747,2.6004124106168747,True,0,False,Learning-based,event_pretraining,Event Pre-training
11,1.5561383767379664,2.63461643332243,2.6004124106168747,False,1,False,Learning-based,event_pretraining,Event Pre-training
12,1.5546080788180958,2.6509989295601843,2.6004124106168747,False,2,False,Learning-based,event_pretraining,Event Pre-training
13,1.5540371856691204,2.635197585940361,2.6004124106168747,False,3,False,Learning-based,event_pretraining,Event Pre-training
14,1.5535709866261675,2.6234217146635057,2.6004124106168747,False,4,False,Learning-based,event_pretraining,Event Pre-training
15,1.5528348845402575,2.6897950387001037,2.6004124106168747,False,5,False,Learning-based,event_pretraining,Event Pre-training
16,1.5521015719531828,2.6529993461966517,2.6004124106168747,False,6,False,Learning-based,event_pretraining,Event Pre-training
17,1.551680387438672,2.6545421854257585,2.6004124106168747,False,7,False,Learning-based,event_pretraining,Event Pre-training
18,1.5507215450287684,2.6460918491482737,2.6004124106168747,False,8,False,Learning-based,event_pretraining,Event Pre-training
19,1.5507404801310087,2.6937056068778036,2.6004124106168747,False,9,False,Learning-based,event_pretraining,Event Pre-training
20,1.5505058444103947,2.7088871653079987,2.6004124106168747,False,10,True,Learning-based,event_pretraining,Event Pre-training
1,1.6251929083817618,2.679952910721302,2.679952910721302,True,0,False,Learning-based,evrepsl,EvRepSL
2,1.5793110036890852,2.6435932260155677,2.6435932260155677,True,0,False,Learning-based,evrepsl,EvRepSL
3,1.5666864426688414,2.7452922012209893,2.6435932260155677,False,1,False,Learning-based,evrepsl,EvRepSL
4,1.5624601388938164,2.668569757580757,2.6435932260155677,False,2,False,Learning-based,evrepsl,EvRepSL
5,1.5583009885173786,2.624266781270504,2.624266781270504,True,0,False,Learning-based,evrepsl,EvRepSL
6,1.5548393800289,2.6320945974588392,2.624266781270504,False,1,False,Learning-based,evrepsl,EvRepSL
7,1.5528226020565052,2.6357559773921966,2.624266781270504,False,2,False,Learning-based,evrepsl,EvRepSL
8,1.551744154284697,2.702624178826809,2.624266781270504,False,3,False,Learning-based,evrepsl,EvRepSL
9,1.5509937301281764,2.652118235528469,2.624266781270504,False,4,False,Learning-based,evrepsl,EvRepSL
10,1.5489154879570357,2.6424404569268227,2.624266781270504,False,5,False,Learning-based,evrepsl,EvRepSL
11,1.5481755756263256,2.6670989545583725,2.624266781270504,False,6,False,Learning-based,evrepsl,EvRepSL
12,1.5476406048741551,2.6578275722265245,2.624266781270504,False,7,False,Learning-based,evrepsl,EvRepSL
13,1.546453611496877,2.6535396944880487,2.624266781270504,False,8,False,Learning-based,evrepsl,EvRepSL
14,1.5458633631664895,2.689386450648308,2.624266781270504,False,9,False,Learning-based,evrepsl,EvRepSL
15,1.545382481454314,2.660056777894497,2.624266781270504,False,10,True,Learning-based,evrepsl,EvRepSL
1,1.614039744936366,2.630722011089325,2.630722011089325,True,0,False,Learning-based,get,GET
2,1.5739059140365146,2.6594461218714716,2.630722011089325,False,1,False,Learning-based,get,GET
3,1.5664898976373405,2.6428210753798487,2.630722011089325,False,2,False,Learning-based,get,GET
4,1.5626655977685575,2.6206687293052675,2.6206687293052675,True,0,False,Learning-based,get,GET
5,1.5599512418797283,2.6560605620741846,2.6206687293052675,False,1,False,Learning-based,get,GET
6,1.5588477063917687,2.641953322827816,2.6206687293052675,False,2,False,Learning-based,get,GET
7,1.556416334480799,2.6702244807481765,2.6206687293052675,False,3,False,Learning-based,get,GET
8,1.5549470508343852,2.678966730475426,2.6206687293052675,False,4,False,Learning-based,get,GET
9,1.5536035317767931,2.6352763527035714,2.6206687293052675,False,5,False,Learning-based,get,GET
10,1.5522019316497282,2.6396720826625826,2.6206687293052675,False,6,False,Learning-based,get,GET
11,1.5520894262331126,2.6525626719594,2.6206687293052675,False,7,False,Learning-based,get,GET
12,1.5507427937634692,2.6006531483531,2.6006531483531,True,0,False,Learning-based,get,GET
13,1.5502027054423362,2.6452965581417085,2.6006531483531,False,1,False,Learning-based,get,GET
14,1.5492422732102822,2.6126794753074645,2.6006531483531,False,2,False,Learning-based,get,GET
15,1.548806425799875,2.682569659590721,2.6006531483531,False,3,False,Learning-based,get,GET
16,1.54820554274833,2.6339048729538916,2.6006531483531,False,4,False,Learning-based,get,GET
17,1.5478300447268956,2.6571137582063673,2.6006531483531,False,5,False,Learning-based,get,GET
18,1.5469526583778195,2.614794415771961,2.6006531483531,False,6,False,Learning-based,get,GET
19,1.5467449489496456,2.6427359798550607,2.6006531483531,False,7,False,Learning-based,get,GET
20,1.547100302082868,2.6537744891047477,2.6006531483531,False,8,False,Learning-based,get,GET
21,1.5456495421746768,2.6612173899412155,2.6006531483531,False,9,False,Learning-based,get,GET
22,1.5450723983407633,2.618676859796047,2.6006531483531,False,10,True,Learning-based,get,GET
1,1.623403384321728,2.6563232800364496,2.6563232800364496,True,0,False,Learning-based,matrixlstm,MatrixLSTM
2,1.5872838432929577,2.671636941194534,2.6563232800364496,False,1,False,Learning-based,matrixlstm,MatrixLSTM
3,1.5756693505318236,2.6728817571401597,2.6563232800364496,False,2,False,Learning-based,matrixlstm,MatrixLSTM
4,1.5649761128463553,2.6609961515069007,2.6563232800364496,False,3,False,Learning-based,matrixlstm,MatrixLSTM
5,1.5590724557557878,2.6372522788643837,2.6372522788643837,True,0,False,Learning-based,matrixlstm,MatrixLSTM
6,1.5562376702515015,2.620224934875965,2.620224934875965,True,0,False,Learning-based,matrixlstm,MatrixLSTM
7,1.5545981312145534,2.6201541873812677,2.620224934875965,False,1,False,Learning-based,matrixlstm,MatrixLSTM
8,1.553528289511132,2.6100246492624284,2.6100246492624284,True,0,False,Learning-based,matrixlstm,MatrixLSTM
9,1.551716829832354,2.6454622638821603,2.6100246492624284,False,1,False,Learning-based,matrixlstm,MatrixLSTM
10,1.550443200826528,2.693857243895531,2.6100246492624284,False,2,False,Learning-based,matrixlstm,MatrixLSTM
11,1.550071864334824,2.6151914252638817,2.6100246492624284,False,3,False,Learning-based,matrixlstm,MatrixLSTM
12,1.551098791869166,2.607129846274853,2.607129846274853,True,0,False,Learning-based,matrixlstm,MatrixLSTM
13,1.5483023786322907,2.6259612257480622,2.607129846274853,False,1,False,Learning-based,matrixlstm,MatrixLSTM
14,1.5473282937614643,2.695135720610619,2.607129846274853,False,2,False,Learning-based,matrixlstm,MatrixLSTM
15,1.5469016669691704,2.6278665738105773,2.607129846274853,False,3,False,Learning-based,matrixlstm,MatrixLSTM
16,1.546746494436918,2.620592068731785,2.607129846274853,False,4,False,Learning-based,matrixlstm,MatrixLSTM
17,1.5459162622230356,2.696204573392868,2.607129846274853,False,5,False,Learning-based,matrixlstm,MatrixLSTM
18,1.5453601920689375,2.654040021300316,2.607129846274853,False,6,False,Learning-based,matrixlstm,MatrixLSTM
19,1.5453926314698578,2.647314425647259,2.607129846274853,False,7,False,Learning-based,matrixlstm,MatrixLSTM
20,1.5446910186269953,2.6939171380996703,2.607129846274853,False,8,False,Learning-based,matrixlstm,MatrixLSTM
21,1.544326819050642,2.650166065812111,2.607129846274853,False,9,False,Learning-based,matrixlstm,MatrixLSTM
22,1.5439884751604493,2.673787017226219,2.607129846274853,False,10,True,Learning-based,matrixlstm,MatrixLSTM
