epoch,train_loss,val_aee,best_val_aee,is_best,stale_epochs,early_stopped
1,1.182865271442815,2.293350887298584,2.293350887298584,True,0,False
2,1.1437482959345768,2.3618844211101533,2.293350887298584,False,1,False
3,1.146110763675288,2.350099766254425,2.293350887298584,False,2,False
4,1.126470879504555,2.2828447341918947,2.2828447341918947,True,0,False
5,1.1226668546074314,2.3718674063682554,2.2828447341918947,False,1,False
6,1.1208403816348629,2.2475312530994414,2.2475312530994414,True,0,False
7,1.1130459026286477,2.2616393506526946,2.2475312530994414,False,1,False
8,1.0927141497009678,2.204964202642441,2.204964202642441,True,0,False
9,1.099118825636412,2.2377567648887635,2.204964202642441,False,1,False
10,1.0883015676548606,2.2429280817508697,2.204964202642441,False,2,False
11,1.0677530765533447,2.389080971479416,2.204964202642441,False,3,False
12,1.0610053005971407,2.1538407266139985,2.1538407266139985,True,0,False
13,1.0342725295769541,2.1151036739349367,2.1151036739349367,True,0,False
14,1.0459667757937783,2.1835245311260225,2.1151036739349367,False,1,False
15,1.031982792051215,2.0913512229919435,2.0913512229919435,True,0,False
16,1.0109648877068569,2.069740557670593,2.069740557670593,True,0,False
17,1.0132101460507041,2.1945873260498048,2.069740557670593,False,1,False
18,0.9844679095243153,2.1928713977336884,2.069740557670593,False,2,False
19,0.9863029687028182,2.0005146503448485,2.0005146503448485,True,0,False
20,0.9727583684419331,2.012285989522934,2.0005146503448485,False,1,False
21,0.9535349293758995,1.9776252448558806,1.9776252448558806,True,0,False
22,0.9624429564726981,1.9763387978076934,1.9763387978076934,True,0,False
23,0.9495853781700134,1.9540175199508667,1.9540175199508667,True,0,False
24,0.9281735169260126,1.939486962556839,1.939486962556839,True,0,False
25,0.9234396501591331,1.9639338195323943,1.939486962556839,False,1,False
26,0.9507934106023688,2.0364595651626587,1.939486962556839,False,2,False
27,0.9392387616006952,1.983903521299362,1.939486962556839,False,3,False
28,0.9361974596977234,1.9633689403533936,1.939486962556839,False,4,False
29,0.9168846669949984,2.051457631587982,1.939486962556839,False,5,False
30,0.8930839896202087,1.9286211490631104,1.9286211490631104,True,0,False
31,0.8899780511856079,2.2231397211551664,1.9286211490631104,False,1,False
32,0.9107833567418551,1.9903989374637603,1.9286211490631104,False,2,False
33,0.886322906142787,1.9586119771003723,1.9286211490631104,False,3,False
34,0.875601097157127,1.97938392162323,1.9286211490631104,False,4,False
35,0.8528517076843664,1.8889342367649078,1.8889342367649078,True,0,False
36,0.8567884658512316,1.9108119487762452,1.8889342367649078,False,1,False
37,0.8550937740426314,1.9514090478420258,1.8889342367649078,False,2,False
